Time/s,Volts/V
0.0,0.12
4.001600640256103e-06,-0.48
8.003201280512205e-06,-0.96
1.2004801920768307e-05,-1.4000000000000001
1.600640256102441e-05,-1.6400000000000001
2.0008003201280514e-05,-1.76
2.4009603841536614e-05,-1.68
2.8011204481792718e-05,-1.48
3.201280512204882e-05,-1.08
3.6014405762304925e-05,-0.56
4.001600640256103e-05,-0.04
4.401760704281713e-05,0.6
4.801920768307323e-05,1.08
5.202080832332933e-05,1.52
5.6022408963585436e-05,1.76
6.002400960384154e-05,1.84
6.402561024409764e-05,1.68
6.802721088435374e-05,1.32
7.202881152460985e-05,0.88
7.603041216486595e-05,0.28
8.003201280512206e-05,-0.32
8.403361344537815e-05,-0.84
8.803521408563426e-05,-1.28
9.203681472589036e-05,-1.6400000000000001
9.603841536614646e-05,-1.8
0.00010004001600640257,-1.76
0.00010404161664665866,-1.6
0.00010804321728691477,-1.2
0.00011204481792717087,-0.72
0.00011604641856742698,-0.12
0.00012004801920768308,0.44
0.0001240496198479392,1.04
0.00012805122048819529,1.44
0.00013205282112845138,1.76
0.00013605442176870748,1.84
0.0001400560224089636,1.76
0.0001440576230492197,1.44
0.0001480592236894758,1.0
0.0001520608243297319,0.44
0.00015606242496998802,-0.12
0.00016006402561024411,-0.68
0.0001640656262505002,-1.2
0.0001680672268907563,-1.52
0.0001720688275310124,-1.72
0.00017607042817126853,-1.76
0.00018007202881152462,-1.6400000000000001
0.00018407362945178072,-1.36
0.00018807523009203682,-0.88
0.00019207683073229291,-0.32
0.00019607843137254904,0.24
0.00020008003201280514,0.8
0.00020408163265306123,1.32
0.00020808323329331733,1.6400000000000001
0.00021208483393357345,1.84
0.00021608643457382955,1.8
0.00022008803521408565,1.52
0.00022408963585434174,1.08
0.00022809123649459784,0.52
0.00023209283713485396,0.0
0.00023609443777511006,-0.56
0.00024009603841536616,-1.12
0.00024409763905562225,-1.48
0.0002480992396958784,-1.72
0.00025210084033613445,-1.8
0.00025610244097639057,-1.68
0.0002601040416166467,-1.44
0.00026410564225690276,-1.0
