Time/s,Volts/V
0.001052420968387355,1.84
0.001056422569027611,-0.76
0.0010604241696678671,0.16
0.0010644257703081234,1.12
0.0010684273709483795,-1.0
0.0010724289715886356,2.08
0.0010764305722288916,-0.56
0.0010804321728691477,0.32
0.0010844337735094038,1.28
0.0010884353741496598,-0.88
0.0010924369747899161,2.24
0.0010964385754301722,-0.44
0.0011004401760704283,0.52
0.0011044417767106843,1.4000000000000001
0.0011084433773509404,-0.72
0.0011124449779911965,2.2800000000000002
0.0011164465786314528,-0.4
0.0011204481792717088,0.6
0.001124449779911965,1.4000000000000001
0.001128451380552221,-0.72
0.001132452981192477,2.32
0.001136454581832733,-0.4
0.0011404561824729892,0.6
0.0011444577831132455,1.4000000000000001
0.0011484593837535015,-0.72
0.0011524609843937576,2.16
0.0011564625850340137,-0.44
0.0011604641856742697,0.48
0.0011644657863145258,1.32
0.0011684673869547819,-0.8
0.0011724689875950382,2.08
0.0011764705882352942,-0.52
0.0011804721888755503,0.48
0.0011844737895158064,1.28
0.0011884753901560624,-0.88
0.0011924769907963185,1.96
0.0011964785914365748,-0.6
0.0012004801920768309,0.32
0.001204481792717087,1.08
0.001208483393357343,-1.0
0.001212484993997599,1.84
0.0012164865946378551,-0.76
0.0012204881952781112,0.24
0.0012244897959183675,0.96
0.0012284913965586236,-1.12
0.0012324929971988796,1.76
0.0012364945978391357,-0.88
0.0012404961984793918,0.08
0.0012444977991196478,0.84
0.0012484993997599041,-1.24
0.0012525010004001602,1.6
0.0012565026010404163,-1.0
0.0012605042016806723,0.0
0.0012645058023209284,0.72
0.0012685074029611845,-1.32
0.0012725090036014406,1.52
0.0012765106042416968,-1.16
0.001280512204881953,-0.08
0.001284513805522209,0.92
0.001288515406162465,-1.4000000000000001
0.0012925170068027211,1.52
0.0012965186074429772,-1.32
0.0013005202080832335,-0.04
0.0013045218087234895,0.92
0.0013085234093637456,-1.76
0.0013125250100040017,1.6
0.0013165266106442578,-1.48
0.0013205282112845138,-0.2
0.00132452981192477,0.88
0.0013285314125650262,-1.6
0.0013325330132052822,1.24
0.0013365346138455383,-1.36
0.0013405362144857944,-0.24
0.0013445378151260505,0.76
0.0013485394157663065,-1.56
0.0013525410164065626,1.32
0.0013565426170468189,-1.48
0.001360544217687075,-0.24
0.001364545818327331,0.68
0.001368547418967587,-1.6400000000000001
0.0013725490196078432,1.32
0.0013765506202480992,-1.56
0.0013805522208883555,-0.16
0.0013845538215286116,0.64
0.0013885554221688677,-1.6400000000000001
0.0013925570228091237,1.44
0.0013965586234493798,-1.76
0.0014005602240896359,0.08
0.001404561824729892,0.32
0.0014085634253701482,-1.4000000000000001
0.0014125650260104043,1.24
0.0014165666266506604,-1.36
0.0014205682272909164,0.0
0.0014245698279311725,0.44
0.0014285714285714286,-1.36
0.0014325730292116849,1.24
0.001436574629851941,-1.24
0.001440576230492197,-0.16
0.001444577831132453,0.6
0.0014485794317727091,-1.52
0.0014525810324129652,1.36
0.0014565826330532213,-1.28
0.0014605842336934776,-0.12
0.0014645858343337336,0.64
0.0014685874349739897,-1.6
0.0014725890356142458,1.48
0.0014765906362545018,-1.44
0.001480592236894758,0.08
0.0014845938375350142,0.48
0.0014885954381752703,-1.48
0.0014925970388155263,1.4000000000000001
0.0014965986394557824,-1.36
0.0015006002400960385,0.08
0.0015046018407362945,0.44
0.0015086034413765506,-1.32
0.001512605042016807,1.36
0.001516606642657063,-1.28
0.001520608243297319,0.12
0.0015246098439375751,0.44
0.0015286114445778312,-1.28
0.0015326130452180872,1.36
0.0015366146458583433,-1.24
0.0015406162464985996,0.12
0.0015446178471388557,0.52
0.0015486194477791117,-1.48
0.0015526210484193678,1.44
0.0015566226490596239,-1.2
0.00156062424969988,0.16
0.0015646258503401362,0.52
0.0015686274509803923,-1.4000000000000001
0.0015726290516206484,1.44
0.0015766306522609044,-1.16
0.0015806322529011605,0.2
0.0015846338535414166,0.52
0.0015886354541816727,-1.32
0.001592637054821929,1.4000000000000001
0.001596638655462185,-1.0
0.001600640256102441,0.16
0.0016046418567426972,0.64
0.0016086434573829532,-1.32
0.0016126450580232093,1.44
0.0016166466586634656,-0.96
0.0016206482593037216,0.12
0.0016246498599439777,0.8
0.0016286514605842338,-1.44
0.0016326530612244899,1.6400000000000001
0.001636654661864746,-1.0
0.001640656262505002,0.24
0.0016446578631452583,0.8
0.0016486594637855144,-1.48
0.0016526610644257704,1.68
0.0016566626650660265,-1.0
0.0016606642657062826,0.24
0.0016646658663465386,0.88
0.001668667466986795,-1.48
0.001672669067627051,1.8
0.001676670668267307,-1.0
0.0016806722689075631,-0.04
0.0016846738695478192,0.88
0.0016886754701880753,-1.44
0.0016926770708283313,1.8800000000000001
0.0016966786714685876,-1.04
0.0017006802721088437,0.04
0.0017046818727490998,0.84
0.0017086834733893558,-1.32
0.001712685074029612,1.96
0.001716686674669868,-1.08
0.0017206882753101243,0.28
0.0017246898759503803,0.72
0.0017286914765906364,-1.16
0.0017326930772308925,1.92
0.0017366946778711485,-1.12
0.0017406962785114046,0.4
0.0017446978791516607,0.64
0.001748699479791917,-1.0
0.001752701080432173,1.8800000000000001
0.001756702681072429,-1.04
0.0017607042817126852,0.6
0.0017647058823529412,0.6
0.0017687074829931973,-0.96
0.0017727090836334534,1.8800000000000001
0.0017767106842737097,-1.04
0.0017807122849139657,0.56
0.0017847138855542218,0.64
0.0017887154861944779,-0.88
0.001792717086834734,1.8800000000000001
0.00179671868747499,-0.92
0.0018007202881152463,0.6
0.0018047218887555024,0.76
0.0018087234893957584,-0.92
0.0018127250900360145,1.8
0.0018167266906762706,-0.92
0.0018207282913165266,0.48
0.0018247298919567827,0.76
0.001828731492597039,-0.96
0.001832733093237295,1.84
0.0018367346938775511,-0.88
0.0018407362945178072,0.44
0.0018447378951580633,0.88
0.0018487394957983194,-0.92
0.0018527410964385756,1.68
0.0018567426970788317,-0.88
0.0018607442977190878,0.64
0.0018647458983593438,0.56
0.0018687474989996,-0.72
0.001872749099639856,1.72
0.001876750700280112,-0.88
0.0018807523009203683,0.56
0.0018847539015606244,0.52
0.0018887555022008805,-0.76
0.0018927571028411366,1.6
0.0018967587034813926,-0.92
0.0019007603041216487,0.44
0.001904761904761905,0.56
0.001908763505402161,-0.8
0.0019127651060424171,1.56
0.0019167667066826732,-0.92
0.0019207683073229293,0.4
0.0019247699079631853,0.52
0.0019287715086034414,-0.92
0.0019327731092436977,1.52
0.0019367747098839538,-0.96
0.0019407763105242098,0.32
0.0019447779111644659,0.8
0.001948779511804722,-0.96
0.001952781112444978,1.44
0.0019567827130852343,-1.04
0.00196078431372549,0.32
0.0019647859143657465,0.72
0.0019687875150060023,-0.92
0.0019727891156462586,1.4000000000000001
0.001976790716286515,-1.08
0.0019807923169267707,0.24
0.001984793917567027,0.6
0.001988795518207283,-0.84
0.001992797118847539,1.2
0.0019967987194877954,-1.04
0.0020008003201280513,0.24
0.0020048019207683076,0.48
0.0020088035214085634,-0.88
0.0020128051220488197,1.16
0.0020168067226890756,-1.08
0.002020808323329332,0.12
0.002024809923969588,0.52
0.002028811524609844,-1.0
0.0020328131252501003,1.2
0.002036814725890356,-1.16
0.0020408163265306124,0.12
0.0020448179271708683,0.52
0.0020488195278111246,-1.04
0.002052821128451381,1.16
0.0020568227290916367,-1.16
0.002060824329731893,0.08
0.002064825930372149,0.52
0.002068827531012405,-1.12
0.002072829131652661,1.2
0.0020768307322929173,-1.0
0.0020808323329331736,0.04
0.0020848339335734294,0.6
0.0020888355342136857,-1.2
0.0020928371348539416,1.24
0.002096838735494198,-1.0
0.0021008403361344537,0.0
0.00210484193677471,0.56
0.0021088435374149663,-1.24
0.002112845138055222,1.24
0.0021168467386954784,-1.04
0.0021208483393357343,0.0
0.0021248499399759905,0.6
0.002128851540616247,-1.24
0.0021328531412565027,1.32
0.002136854741896759,-1.08
0.002140856342537015,0.04
0.002144857943177271,0.6
0.002148859543817527,-1.36
0.0021528611444577832,1.4000000000000001
0.0021568627450980395,-1.2
0.0021608643457382954,0.16
0.0021648659463785517,0.56
0.0021688675470188075,-1.28
0.002172869147659064,1.44
0.0021768707482993197,-1.28
0.002180872348939576,0.28
0.0021848739495798322,0.44
0.002188875550220088,-1.24
0.0021928771508603444,1.44
0.0021968787515006002,-1.36
0.0022008803521408565,0.4
0.0022048819527811124,0.28
0.0022088835534213687,-1.24
0.002212885154061625,1.4000000000000001
0.002216886754701881,-1.32
0.002220888355342137,0.52
0.002224889955982393,0.2
0.0022288915566226492,-1.16
0.0022328931572629055,1.32
0.0022368947579031614,-1.4000000000000001
0.0022408963585434176,0.68
0.0022448979591836735,0.0
0.00224889955982393,-0.96
0.0022529011604641856,1.24
0.002256902761104442,-1.32
0.002260904361744698,0.68
0.002264905962384954,-0.04
0.0022689075630252103,-0.8
0.002272909163665466,1.04
0.0022769107643057225,-1.12
0.0022809123649459783,0.64
0.0022849139655862346,-0.08
0.002288915566226491,-0.64
0.0022929171668667468,0.92
0.002296918767507003,-1.0
0.002300920368147259,0.56
0.002304921968787515,-0.08
0.002308923569427771,-0.6
0.0023129251700680273,0.88
0.0023169267707082836,-0.96
0.0023209283713485395,0.56
0.0023249299719887958,-0.04
0.0023289315726290516,-0.52
0.002332933173269308,0.84
0.0023369347739095638,-0.84
0.00234093637454982,0.32
0.0023449379751900763,-0.04
0.002348939575830332,-0.48
0.0023529411764705885,0.68
0.0023569427771108443,-0.64
0.0023609443777511006,0.16
0.002364945978391357,0.08
0.0023689475790316127,-0.44
0.002372949179671869,1.0
0.002376950780312125,-0.6
0.002380952380952381,-0.44
0.002384953981592637,0.44
0.0023889555822328933,-0.48
0.0023929571828731496,0.56
0.0023969587835134054,-0.24
0.0024009603841536617,-0.2
0.0024049619847939176,0.4
0.002408963585434174,-0.48
0.0024129651860744297,0.6
0.002416966786714686,-0.2
0.0024209683873549423,-0.44
0.002424969987995198,0.72
0.0024289715886354544,-0.88
0.0024329731892757103,0.92
0.0024369747899159666,-0.44
0.0024409763905562224,-0.4
0.0024449779911964787,0.76
0.002448979591836735,-1.16
0.002452981192476991,1.24
0.002456982793117247,-0.6
0.002460984393757503,-0.28
0.0024649859943977593,0.76
0.002468987595038015,-1.16
0.0024729891956782714,1.16
0.0024769907963185277,-0.88
0.0024809923969587836,0.04
0.00248499399759904,0.48
0.0024889955982392957,-1.08
0.002492997198879552,1.36
0.0024969987995198083,-1.08
0.002501000400160064,0.16
0.0025050020008003204,0.44
0.0025090036014405763,-0.92
0.0025130052020808325,1.2
0.0025170068027210884,-0.88
0.0025210084033613447,0.12
0.002525010004001601,0.48
0.002529011604641857,-0.84
0.002533013205282113,1.2
0.002537014805922369,-0.76
0.0025410164065626253,0.04
0.002545018007202881,0.56
0.0025490196078431374,-0.88
0.0025530212084833937,1.16
0.0025570228091236495,-0.72
0.002561024409763906,0.04
0.0025650260104041617,0.6
0.002569027611044418,-0.88
0.002573029211684674,1.16
0.00257703081232493,-0.68
0.0025810324129651864,0.0
0.0025850340136054422,0.64
0.0025890356142456985,-0.88
0.0025930372148859544,1.12
0.0025970388155262107,-0.68
0.002601040416166467,-0.04
0.002605042016806723,0.92
0.002609043617446979,-0.92
0.002613045218087235,1.16
0.0026170468187274912,-0.68
0.002621048419367747,-0.04
0.0026250500200080034,0.88
0.0026290516206482597,-0.92
0.0026330532212885155,1.12
0.002637054821928772,-0.76
0.0026410564225690276,0.0
0.002645058023209284,0.84
0.00264905962384954,-0.92
0.002653061224489796,1.2
0.0026570628251300524,-0.68
0.002661064425770308,-0.04
0.0026650660264105645,0.88
0.0026690676270508203,-0.92
0.0026730692276910766,1.16
0.0026770708283313325,-0.72
0.0026810724289715888,-0.04
0.002685074029611845,0.88
0.002689075630252101,-0.92
0.002693077230892357,1.12
0.002697078831532613,-0.64
0.0027010804321728693,-0.08
0.002705082032813125,0.92
0.0027090836334533815,-0.92
0.0027130852340936378,1.08
0.0027170868347338936,-0.64
0.00272108843537415,-0.16
0.0027250900360144058,0.92
0.002729091636654662,-0.92
0.0027330932372949183,1.04
0.002737094837935174,-0.36
0.0027410964385754305,-0.2
0.0027450980392156863,0.88
0.0027490996398559426,-0.92
0.0027531012404961985,1.0
0.0027571028411364547,-0.32
0.002761104441776711,-0.28
0.002765106042416967,0.88
0.002769107643057223,-0.92
0.002773109243697479,0.96
0.0027771108443377353,-0.28
0.002781112444977991,-0.36
0.0027851140456182475,1.16
0.0027891156462585037,-1.04
0.0027931172468987596,0.84
0.002797118847539016,-0.04
0.0028011204481792717,-0.48
0.002805122048819528,0.92
0.002809123649459784,-0.88
0.00281312525010004,0.72
0.0028171268507402964,-0.04
0.0028211284513805523,-0.52
0.0028251300520208086,1.0
0.0028291316526610644,-0.96
0.0028331332533013207,0.84
0.002837134853941577,-0.08
0.002841136454581833,-0.52
0.002845138055222089,1.08
0.002849139655862345,-1.12
0.0028531412565026013,0.88
0.002857142857142857,-0.08
0.0028611444577831134,-0.56
0.0028651460584233697,1.12
0.0028691476590636256,-1.08
0.002873149259703882,0.92
0.0028771508603441377,-0.12
0.002881152460984394,-0.56
0.00288515406162465,1.12
0.002889155662264906,-1.12
0.0028931572629051624,0.92
0.0028971588635454183,-0.04
0.0029011604641856746,-0.6
0.0029051620648259304,1.12
0.0029091636654661867,-1.04
0.0029131652661064425,0.92
0.002917166866746699,-0.12
0.002921168467386955,-0.6
0.002925170068027211,1.16
0.0029291716686674673,-1.2
0.002933173269307723,1.0
0.0029371748699479794,-0.08
0.0029411764705882353,-0.64
0.0029451780712284915,1.28
0.002949179671868748,-1.2
0.0029531812725090037,1.04
0.00295718287314926,-0.04
0.002961184473789516,-0.76
0.002965186074429772,1.44
0.0029691876750700284,-1.36
0.0029731892757102842,1.08
0.0029771908763505405,-0.04
0.0029811924769907964,-0.8
0.0029851940776310527,1.56
0.0029891956782713085,-1.48
0.002993197278911565,1.24
0.002997198879551821,-0.08
0.003001200480192077,-1.16
0.0030052020808323332,1.56
0.003009203681472589,-1.6
0.0030132052821128454,1.32
0.0030172068827531012,-0.16
0.0030212084833933575,-1.2
0.003025210084033614,1.6400000000000001
0.0030292116846738697,-1.68
0.003033213285314126,1.44
0.003037214885954382,-0.24
0.003041216486594638,-1.16
0.003045218087234894,1.68
0.0030492196878751502,-1.84
0.0030532212885154065,1.6
0.0030572228891556624,-0.4
0.0030612244897959186,-1.04
0.0030652260904361745,1.68
0.0030692276910764308,-1.84
0.0030732292917166866,1.68
0.003077230892356943,-0.48
0.003081232492997199,-0.96
0.003085234093637455,1.6
0.0030892356942777113,-1.84
0.003093237294917967,1.68
0.0030972388955582235,-0.56
0.0031012404961984798,-0.96
0.0031052420968387356,1.68
0.003109243697478992,-1.96
0.0031132452981192478,1.8
0.003117246898759504,-0.52
0.00312124849939976,-1.0
0.003125250100040016,1.68
0.0031292517006802725,-2.0
0.0031332533013205283,1.4000000000000001
0.0031372549019607846,-0.52
0.0031412565026010405,-0.96
0.0031452581032412968,1.6400000000000001
0.0031492597038815526,-1.8800000000000001
0.003153261304521809,1.44
0.003157262905162065,-0.56
0.003161264505802321,-0.92
0.0031652661064425773,1.6400000000000001
0.003169267707082833,-1.96
0.0031732693077230895,1.48
0.0031772709083633453,-0.64
0.0031812725090036016,-0.88
0.003185274109643858,1.68
0.0031892757102841137,-2.0
0.00319327731092437,1.56
0.003197278911564626,-0.68
0.003201280512204882,-0.84
0.0032052821128451385,1.6
0.0032092837134853943,-1.96
0.0032132853141256506,1.56
0.0032172869147659064,-0.68
0.0032212885154061627,-0.8
0.0032252901160464186,1.6
0.003229291716686675,-1.92
0.003233293317326931,1.6
0.003237294917967187,-0.72
0.0032412965186074433,-0.76
0.003245298119247699,1.48
0.0032492997198879554,-1.92
0.0032533013205282113,1.6400000000000001
0.0032573029211684676,-0.8
0.003261304521808724,-0.68
0.0032653061224489797,1.8800000000000001
0.003269307723089236,-1.8800000000000001
0.003273309323729492,1.68
0.003277310924369748,-0.88
0.003281312525010004,-0.52
0.0032853141256502603,1.72
0.0032893157262905166,-1.84
0.0032933173269307724,1.68
0.0032973189275710287,-0.88
0.0033013205282112846,-0.52
0.003305322128851541,1.72
0.0033093237294917967,-1.76
0.003313325330132053,1.72
0.0033173269307723093,-0.84
0.003321328531412565,-0.52
0.0033253301320528214,1.72
0.0033293317326930773,-1.8
0.0033333333333333335,1.6400000000000001
0.00333733493397359,-0.88
0.0033413365346138457,-0.52
0.003345338135254102,1.72
0.003349339735894358,-1.8
0.003353341336534614,1.68
0.00335734293717487,-0.88
0.0033613445378151263,-0.48
0.0033653461384553825,1.68
0.0033693477390956384,-1.68
0.0033733493397358947,1.48
0.0033773509403761505,-0.68
0.003381352541016407,-0.6
0.0033853541416566627,1.6400000000000001
0.003389355742296919,-1.68
0.0033933573429371752,1.44
0.003397358943577431,-0.24
0.0034013605442176874,-0.56
0.0034053621448579432,1.6
0.0034093637454981995,-1.6400000000000001
0.0034133653461384554,1.44
0.0034173669467787117,-0.28
0.003421368547418968,-0.68
0.003425370148059224,1.6400000000000001
0.00342937174869948,-1.6400000000000001
0.003433373349339736,1.48
0.0034373749499799922,-0.28
0.0034413765506202485,-0.6
0.0034453781512605044,1.68
0.0034493797519007607,-1.72
0.0034533813525410165,1.52
0.003457382953181273,-0.32
0.0034613845538215286,-0.68
0.003465386154461785,1.68
0.003469387755102041,-1.8
0.003473389355742297,1.36
0.0034773909563825534,-0.12
0.003481392557022809,-0.8
0.0034853941576630655,1.72
0.0034893957583033213,-1.72
0.0034933973589435776,1.4000000000000001
0.003497398959583834,-0.24
0.0035014005602240898,-0.72
0.003505402160864346,1.68
0.003509403761504602,-1.8
0.003513405362144858,1.48
0.003517406962785114,-0.24
0.0035214085634253703,-0.76
0.0035254101640656266,1.76
0.0035294117647058825,-1.8800000000000001
0.0035334133653461388,1.6
0.0035374149659863946,-0.36
0.003541416566626651,-0.76
0.0035454181672669068,1.8
0.003549419767907163,-2.0
0.0035534213685474193,1.6400000000000001
0.003557422969187675,-0.36
0.0035614245698279315,-0.76
0.0035654261704681873,1.8800000000000001
0.0035694277711084436,-2.12
0.0035734293717487,1.8
0.0035774309723889557,-0.48
0.003581432573029212,-0.72
0.003585434173669468,1.8800000000000001
0.003589435774309724,-2.16
0.00359343737494998,1.84
0.0035974389755902363,-0.56
0.0036014405762304926,-0.68
0.0036054421768707485,1.92
0.0036094437775110047,-2.2800000000000002
0.0036134453781512606,1.96
0.003617446978791517,-0.6
0.0036214485794317727,-0.64
0.003625450180072029,1.92
0.0036294517807122853,-2.4
0.003633453381352541,2.08
0.0036374549819927974,-0.68
0.0036414565826330533,-0.6
0.0036454581832733096,1.92
0.0036494597839135654,-2.36
0.0036534613845538217,2.12
0.003657462985194078,-0.84
0.003661464585834334,-1.16
0.00366546618647459,1.8800000000000001
0.003669467787114846,-2.44
0.0036734693877551023,2.24
0.0036774709883953586,-0.96
0.0036814725890356144,-1.0
0.0036854741896758707,1.92
0.0036894757903161266,-2.56
0.003693477390956383,2.4
0.0036974789915966387,-1.12
0.003701480592236895,-0.96
0.0037054821928771513,1.8800000000000001
0.003709483793517407,-2.56
0.0037134853941576634,2.48
0.0037174869947979193,-1.2
0.0037214885954381756,-0.72
0.0037254901960784314,1.76
0.0037294917967186877,-2.64
0.003733493397358944,2.64
0.0037374949979992,-1.36
0.003741496598639456,-0.68
0.003745498199279712,1.68
0.0037494997999199683,-2.6
0.003753501400560224,2.68
0.0037575030012004804,-1.52
0.0037615046018407367,-0.48
0.0037655062024809925,1.6
0.003769507803121249,-2.52
0.0037735094037615047,2.72
0.003777511004401761,-1.6400000000000001
0.003781512605042017,-0.28
0.003785514205682273,1.36
0.0037895158063225294,-2.36
0.0037935174069627852,2.44
0.0037975190076030415,-1.68
0.0038015206082432974,-0.16
0.0038055222088835537,1.4000000000000001
0.00380952380952381,-2.24
0.003813525410164066,2.16
0.003817527010804322,-1.32
0.003821528611444578,-0.36
0.0038255302120848342,1.4000000000000001
0.00382953181272509,-2.16
0.0038335334133653464,2.12
0.0038375350140056027,-1.32
0.0038415366146458585,-0.28
0.003845538215286115,1.32
0.0038495398159263707,-2.08
0.003853541416566627,2.16
0.003857543017206883,-1.36
0.003861544617847139,-0.2
0.0038655462184873954,1.2
0.003869547819127651,-2.0
0.0038735494197679075,2.08
0.0038775510204081634,-1.32
0.0038815526210484196,-0.24
0.0038855542216886755,1.24
